From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
hsa:5469	Q15648	reviewed	MED1_HUMAN	Mediator of RNA polymerase II transcription subunit 1 (Activator-recruited cofactor 205 kDa component) (ARC205) (Mediator complex subunit 1) (Peroxisome proliferator-activated receptor-binding protein) (PBP) (PPAR-binding protein) (Thyroid hormone receptor-associated protein complex 220 kDa component) (Trap220) (Thyroid receptor-interacting protein 2) (TR-interacting protein 2) (TRIP-2) (Vitamin D receptor-interacting protein complex component DRIP205) (p53 regulatory protein RB18A)	MED1 ARC205 CRSP1 CRSP200 DRIP205 DRIP230 PBP PPARBP PPARGBP RB18A TRAP220 TRIP2	Homo sapiens (Human)	1581
hsa:10248	O75817	reviewed	POP7_HUMAN	Ribonuclease P protein subunit p20 (RNaseP protein p20) (Ribonucleases P/MRP protein subunit POP7 homolog) (hPOP7)	POP7 RPP20	Homo sapiens (Human)	140
hsa:55750	Q53H12	reviewed	AGK_HUMAN	Acylglycerol kinase, mitochondrial (hAGK) (EC 2.7.1.107) (EC 2.7.1.138) (EC 2.7.1.94) (Multiple substrate lipid kinase) (HsMuLK) (MuLK) (Multi-substrate lipid kinase)	AGK MULK	Homo sapiens (Human)	422
hsa:55750	A4D1U5	unreviewed	A4D1U5_HUMAN	Acylglycerol kinase, mitochondrial (EC 2.7.1.107) (EC 2.7.1.138) (EC 2.7.1.94) (Multiple substrate lipid kinase)	FLJ10842 MULK hCG_39451 tcag7.330	Homo sapiens (Human)	422
hsa:388372	P13236	reviewed	CCL4_HUMAN	C-C motif chemokine 4 (G-26 T-lymphocyte-secreted protein) (HC21) (Lymphocyte activation gene 1 protein) (LAG-1) (MIP-1-beta(1-69)) (Macrophage inflammatory protein 1-beta) (MIP-1-beta) (PAT 744) (Protein H400) (SIS-gamma) (Small-inducible cytokine A4) (T-cell activation protein 2) (ACT-2) [Cleaved into: MIP-1-beta(3-69)]	CCL4 LAG1 MIP1B SCYA4	Homo sapiens (Human)	92
hsa:388372	Q8NHW4	reviewed	CC4L_HUMAN	C-C motif chemokine 4-like (Lymphocyte activation gene 1 protein) (LAG-1) (Macrophage inflammatory protein 1-beta) (MIP-1-beta) (Monocyte adherence-induced protein 5-alpha) (Small-inducible cytokine A4-like)	CCL4L1 CCL4L LAG1 SCYA4L1; CCL4L2 CCL4L SCYA4L2	Homo sapiens (Human)	92
hsa:388372	B7ZW36	unreviewed	B7ZW36_HUMAN	C-C motif chemokine	LOC728835	Homo sapiens (Human)	92
hsa:9992	Q9Y6J6	reviewed	KCNE2_HUMAN	Potassium voltage-gated channel subfamily E member 2 (MinK-related peptide 1) (Minimum potassium ion channel-related peptide 1) (Potassium channel subunit beta MiRP1)	KCNE2	Homo sapiens (Human)	123
hsa:816	Q13554	reviewed	KCC2B_HUMAN	Calcium/calmodulin-dependent protein kinase type II subunit beta (CaM kinase II subunit beta) (CaMK-II subunit beta) (EC 2.7.11.17)	CAMK2B CAM2 CAMK2 CAMKB	Homo sapiens (Human)	666
hsa:816	A4D2J9	unreviewed	A4D2J9_HUMAN	calcium/calmodulin-dependent protein kinase (EC 2.7.11.17)	CAMK2B tcag7.799	Homo sapiens (Human)	666
hsa:2067	P07992	reviewed	ERCC1_HUMAN	DNA excision repair protein ERCC-1	ERCC1	Homo sapiens (Human)	297
hsa:2023	P06733	reviewed	ENOA_HUMAN	Alpha-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (C-myc promoter-binding protein) (Enolase 1) (MBP-1) (MPB-1) (Non-neural enolase) (NNE) (Phosphopyruvate hydratase) (Plasminogen-binding protein)	ENO1 ENO1L1 MBPB1 MPB1	Homo sapiens (Human)	434
hsa:2023	A0A024R4F1	unreviewed	A0A024R4F1_HUMAN	phosphopyruvate hydratase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase)	HEL-S-17	Homo sapiens (Human)	434
hsa:79178	Q9BU02	reviewed	THTPA_HUMAN	Thiamine-triphosphatase (ThTPase) (EC 3.6.1.28)	THTPA	Homo sapiens (Human)	230
hsa:7532	P61981	reviewed	1433G_HUMAN	14-3-3 protein gamma (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein gamma, N-terminally processed]	YWHAG	Homo sapiens (Human)	247
hsa:57504	Q9BTC8	reviewed	MTA3_HUMAN	Metastasis-associated protein MTA3	MTA3 KIAA1266	Homo sapiens (Human)	594
hsa:1056	B4DSX9	unreviewed	B4DSX9_HUMAN	Carboxylic ester hydrolase (EC 3.1.1.-)		Homo sapiens (Human)	521
hsa:1056	O75612	unreviewed	O75612_HUMAN	Carboxylic ester hydrolase (EC 3.1.1.-)		Homo sapiens (Human)	612
hsa:1056	Q86SR3	unreviewed	Q86SR3_HUMAN	CEL protein		Homo sapiens (Human)	722
hsa:3563	P26951	reviewed	IL3RA_HUMAN	Interleukin-3 receptor subunit alpha (IL-3 receptor subunit alpha) (IL-3R subunit alpha) (IL-3R-alpha) (IL-3RA) (CD antigen CD123)	IL3RA IL3R	Homo sapiens (Human)	378
hsa:4543	P48039	reviewed	MTR1A_HUMAN	Melatonin receptor type 1A (Mel-1A-R) (Mel1a receptor)	MTNR1A	Homo sapiens (Human)	350
mtu:Rv0864	P9WJR7	reviewed	MOAC2_MYCTU	Cyclic pyranopterin monophosphate synthase 2 (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C 2)	moaC2 Rv0864 MTV043.57	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	167
hsa:5948	P50120	reviewed	RET2_HUMAN	Retinol-binding protein 2 (Cellular retinol-binding protein II) (CRBP-II)	RBP2 CRBP2	Homo sapiens (Human)	134
hsa:374879	Q32M78	reviewed	ZN699_HUMAN	Zinc finger protein 699 (Hangover homolog)	ZNF699	Homo sapiens (Human)	642
hsa:1435	P09603	reviewed	CSF1_HUMAN	Macrophage colony-stimulating factor 1 (CSF-1) (M-CSF) (MCSF) (Lanimostim) (Proteoglycan macrophage colony-stimulating factor) (PG-M-CSF) [Cleaved into: Processed macrophage colony-stimulating factor 1; Macrophage colony-stimulating factor 1 43 kDa subunit]	CSF1	Homo sapiens (Human)	554
cje:Cj0919c	Q0P9Y0	unreviewed	Q0P9Y0_CAMJE	ABC-type amino-acid transporter permease protein	Cj0919c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	219
hsa:83746	Q969R5	reviewed	LMBL2_HUMAN	Lethal(3)malignant brain tumor-like protein 2 (H-l(3)mbt-like protein 2) (L(3)mbt-like protein 2)	L3MBTL2	Homo sapiens (Human)	705
hsa:83746	A0A0S2Z5X6	unreviewed	A0A0S2Z5X6_HUMAN	Lethal(3)malignant brain tumor-like protein 2	L3MBTL2 hCG_41118	Homo sapiens (Human)	705
hsa:5430	P24928	reviewed	RPB1_HUMAN	DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase II subunit A) (DNA-directed RNA polymerase III largest subunit) (RNA-directed RNA polymerase II subunit RPB1) (EC 2.7.7.48)	POLR2A POLR2	Homo sapiens (Human)	1970
hsa:51284	Q9NYK1	reviewed	TLR7_HUMAN	Toll-like receptor 7	TLR7 UNQ248/PRO285	Homo sapiens (Human)	1049
hsa:51284	B2R9N9	unreviewed	B2R9N9_HUMAN	TLR7 (Toll-like receptor 7) (cDNA, FLJ94489, Homo sapiens toll-like receptor 7 (TLR7), mRNA)	TLR7 hCG_1646600	Homo sapiens (Human)	1049
hsa:261729	Q8NFT2	reviewed	STEA2_HUMAN	Metalloreductase STEAP2 (EC 1.16.1.-) (Prostate cancer-associated protein 1) (Protein up-regulated in metastatic prostate cancer) (PUMPCn) (Six-transmembrane epithelial antigen of prostate 2) (SixTransMembrane protein of prostate 1)	STEAP2 PCANAP1 STAMP1 UNQ6507/PRO23203	Homo sapiens (Human)	490
hsa:261729	B3KS24	unreviewed	B3KS24_HUMAN	cDNA FLJ35347 fis, clone PROST2016860, highly similar to Six-transmembrane epithelial antigen of prostate 2		Homo sapiens (Human)	454
hsa:261729	Q6YPB2	unreviewed	Q6YPB2_HUMAN	Six transmembrane epithelial antigen of the prostate 2, isoform CRA_a (Six transmembrane prostate protein v1)	STEAP2 hCG_17233	Homo sapiens (Human)	454
hsa:1628	Q10586	reviewed	DBP_HUMAN	D site-binding protein (Albumin D box-binding protein) (Albumin D-element-binding protein) (Tax-responsive enhancer element-binding protein 302) (TaxREB302)	DBP	Homo sapiens (Human)	325
hsa:22821	Q14644	reviewed	RASA3_HUMAN	Ras GTPase-activating protein 3 (GAP1(IP4BP)) (Ins P4-binding protein)	RASA3	Homo sapiens (Human)	834
hsa:6154	P61254	reviewed	RL26_HUMAN	Large ribosomal subunit protein uL24 (60S ribosomal protein L26)	RPL26	Homo sapiens (Human)	145
hsa:23389	Q71F56	reviewed	MD13L_HUMAN	Mediator of RNA polymerase II transcription subunit 13-like (Mediator complex subunit 13-like) (Thyroid hormone receptor-associated protein 2) (Thyroid hormone receptor-associated protein complex 240 kDa component-like)	MED13L KIAA1025 PROSIT240 THRAP2 TRAP240L	Homo sapiens (Human)	2210
hsa:91373	Q3KQV9	reviewed	UAP1L_HUMAN	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 (EC 2.7.7.-)	UAP1L1	Homo sapiens (Human)	507
hsa:1139	P36544	reviewed	ACHA7_HUMAN	Neuronal acetylcholine receptor subunit alpha-7	CHRNA7 NACHRA7	Homo sapiens (Human)	502
hsa:23324	Q9Y2E5	reviewed	MA2B2_HUMAN	Epididymis-specific alpha-mannosidase (EC 3.2.1.24) (Alpha-1,6-mannosidase) (Mannosidase alpha class 2B member 2)	MAN2B2 KIAA0935	Homo sapiens (Human)	1009
hsa:51363	Q7LFX5	reviewed	CHSTF_HUMAN	Carbohydrate sulfotransferase 15 (EC 2.8.2.33) (B-cell RAG-associated gene protein) (hBRAG) (N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase) (GalNAc4S-6ST)	CHST15 BRAG GALNAC4S6ST KIAA0598	Homo sapiens (Human)	561
tma:TM0936	Q9X034	reviewed	MTAD_THEMA	5-methylthioadenosine/S-adenosylhomocysteine deaminase (MTA/SAH deaminase) (EC 3.5.4.28) (EC 3.5.4.31)	mtaD TM_0936	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	406
hsa:54579	P35504	reviewed	UD15_HUMAN	UDP-glucuronosyltransferase 1A5 (UGT1A5) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-5) (UDPGT 1-5) (UGT1*5) (UGT1-05) (UGT1.5) (UDP-glucuronosyltransferase 1-E) (UGT-1E) (UGT1E)	UGT1A5 GNT1 UGT1	Homo sapiens (Human)	534
hsa:54579	Q5DSZ9	unreviewed	Q5DSZ9_HUMAN	UDP-glucuronosyltransferase (EC 2.4.1.17)	UGT1A5 hCG_2039726	Homo sapiens (Human)	534
ag:AAF87203	Q9KJ21	reviewed	SDMT_HALHR	Sarcosine/dimethylglycine N-methyltransferase (SDMT) (EC 2.1.1.157)		Halorhodospira halochloris (Ectothiorhodospira halochloris)	279
ag:BAA06803	Q52472	reviewed	FCDH_PSESP	D-threo-aldose 1-dehydrogenase (EC 1.1.1.122) (L-fucose dehydrogenase)	fdh	Pseudomonas sp	329
hsa:158835	Q6E213	reviewed	AWAT2_HUMAN	Acyl-CoA wax alcohol acyltransferase 2 (EC 2.3.1.75) (11-cis-specific retinyl-ester synthase) (11-cis-RE-synthase) (Acyl-CoA retinol O-fatty-acyltransferase) (ARAT) (Retinol O-fatty-acyltransferase) (EC 2.3.1.76) (Diacylglycerol O-acyltransferase 2-like protein 4) (Diacylglycerol O-acyltransferase candidate 4) (hDC4) (Long-chain-alcohol O-fatty-acyltransferase 2) (Multifunctional O-acyltransferase) (Wax synthase) (hWS)	AWAT2 DC4 DGAT2L4 MFAT WS	Homo sapiens (Human)	333
sce:YDL232W	Q99380	reviewed	OST4_YEAST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST4 (Oligosaccharyl transferase subunit OST4) (Oligosaccharyl transferase 4 kDa subunit) (OTase 4 kDa subunit)	OST4 YDL232W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	36
hsa:1398	P46108	reviewed	CRK_HUMAN	Adapter molecule crk (Proto-oncogene c-Crk) (p38)	CRK	Homo sapiens (Human)	304
hsa:1398	A0A0S2Z3Q4	unreviewed	A0A0S2Z3Q4_HUMAN	V-crk sarcoma virus CT10 oncogene-like protein isoform 1	CRK	Homo sapiens (Human)	304
hsa:1398	L7RT18	unreviewed	L7RT18_HUMAN	V-crk sarcoma virus CT10 oncogene homolog (Avian)	CRK	Homo sapiens (Human)	304
hsa:440138	Q2TAA5	reviewed	ALG11_HUMAN	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase (EC 2.4.1.131) (Asparagine-linked glycosylation protein 11 homolog) (Glycolipid 2-alpha-mannosyltransferase)	ALG11 GT8	Homo sapiens (Human)	492
hsa:5293	O00329	reviewed	PK3CD_HUMAN	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (PI3-kinase subunit delta) (PI3K-delta) (PI3Kdelta) (PtdIns-3-kinase subunit delta) (EC 2.7.1.137) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit delta) (PtdIns-3-kinase subunit p110-delta) (p110delta)	PIK3CD	Homo sapiens (Human)	1044
hsa:5293	A0A2K8FKV1	unreviewed	A0A2K8FKV1_HUMAN	phosphatidylinositol-4,5-bisphosphate 3-kinase (EC 2.7.1.153)	PIK3CD	Homo sapiens (Human)	1044
hsa:137492	Q8NEZ2	reviewed	VP37A_HUMAN	Vacuolar protein sorting-associated protein 37A (hVps37A) (ESCRT-I complex subunit VPS37A) (Hepatocellular carcinoma-related protein 1)	VPS37A HCRP1	Homo sapiens (Human)	397
hsa:8612	O43688	reviewed	PLPP2_HUMAN	Phospholipid phosphatase 2 (EC 3.1.3.-) (EC 3.1.3.4) (Lipid phosphate phosphohydrolase 2) (PAP2-gamma) (PAP2-G) (Phosphatidate phosphohydrolase type 2c) (Phosphatidic acid phosphatase 2c) (PAP-2c) (PAP2c)	PLPP2 LPP2 PPAP2C	Homo sapiens (Human)	288
hsa:27445	Q9Y6V0	reviewed	PCLO_HUMAN	Protein piccolo (Aczonin)	PCLO ACZ KIAA0559	Homo sapiens (Human)	5142
hsa:533	Q99437	reviewed	VATO_HUMAN	V-type proton ATPase 21 kDa proteolipid subunit c'' (V-ATPase 21 kDa proteolipid subunit c'') (Vacuolar proton pump 21 kDa proteolipid subunit c'') (hATPL)	ATP6V0B ATP6F	Homo sapiens (Human)	205
tac:Ta0809	Q9HK01	reviewed	GADH_THEAC	D-glyceraldehyde dehydrogenase (NADP(+)) (GADH) (Glyceraldehyde DH) (EC 1.2.1.89)	Ta0809	Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165)	493
hsa:5803	P23471	reviewed	PTPRZ_HUMAN	Receptor-type tyrosine-protein phosphatase zeta (R-PTP-zeta) (EC 3.1.3.48) (Protein-tyrosine phosphatase receptor type Z polypeptide 1) (Protein-tyrosine phosphatase receptor type Z polypeptide 2) (R-PTP-zeta-2)	PTPRZ1 HTPZP2 PTPRZ PTPRZ2 PTPZ	Homo sapiens (Human)	2315
yps:pYV0025	P08008	reviewed	YOPE_YERPS	Outer membrane virulence protein YopE	yopE yop25 pYV0025	Yersinia pseudotuberculosis serotype I (strain IP32953)	219
hsa:9047	Q9NP31	reviewed	SH22A_HUMAN	SH2 domain-containing protein 2A (SH2 domain-containing adapter protein) (T cell-specific adapter protein) (TSAd) (VEGF receptor-associated protein)	SH2D2A SCAP TSAD VRAP	Homo sapiens (Human)	389
hsa:3119	P01920	reviewed	DQB1_HUMAN	HLA class II histocompatibility antigen, DQ beta 1 chain (MHC class II antigen DQB1)	HLA-DQB1 HLA-DQB	Homo sapiens (Human)	261
hsa:3119	Q5Y7D3	unreviewed	Q5Y7D3_HUMAN	HLA class II histocompatibility antigen DQ beta chain (HLA class II histocompatibility antigen, DQ beta 1 chain) (MHC class II antigen)	HLA-DQB1	Homo sapiens (Human)	261
hsa:1325	O00230	reviewed	CORT_HUMAN	Cortistatin [Cleaved into: Cortistatin-29; Cortistatin-17]	CORT UNQ307/PRO350	Homo sapiens (Human)	105
hsa:1325	Q8IUV6	unreviewed	Q8IUV6_HUMAN	CORT protein	CORT	Homo sapiens (Human)	122
hxa:Halxa_1682	F8D4I6	unreviewed	F8D4I6_HALXS	PfkB domain protein	Halxa_1682	Halopiger xanaduensis (strain DSM 18323 / JCM 14033 / SH-6)	296
eco:b1818	P69801	reviewed	PTNC_ECOLI	PTS system mannose-specific EIIC component (EII-P-Man) (EIIC-Man) (Mannose permease IIC component)	manY pel ptsP b1818 JW1807	Escherichia coli (strain K12)	266
hsa:654364	P22392	reviewed	NDKB_HUMAN	Nucleoside diphosphate kinase B (NDK B) (NDP kinase B) (EC 2.7.4.6) (C-myc purine-binding transcription factor PUF) (Histidine protein kinase NDKB) (EC 2.7.13.3) (nm23-H2)	NME2 NM23B	Homo sapiens (Human)	152
hsa:2946	P28161	reviewed	GSTM2_HUMAN	Glutathione S-transferase Mu 2 (EC 2.5.1.18) (GST class-mu 2) (GSTM2-2)	GSTM2 GST4	Homo sapiens (Human)	218
hsa:2946	A0A384P5E9	unreviewed	A0A384P5E9_HUMAN	Glutathione S-transferase (EC 2.5.1.18)	hCG_2039123	Homo sapiens (Human)	218
hsa:2946	Q0D2I8	unreviewed	Q0D2I8_HUMAN	glutathione transferase (EC 2.5.1.18)	GSTM2	Homo sapiens (Human)	218
hsa:345456	P60673	reviewed	PROF3_HUMAN	Profilin-3 (Profilin III)	PFN3	Homo sapiens (Human)	137
hsa:3955	Q8NES3	reviewed	LFNG_HUMAN	Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe (EC 2.4.1.222) (O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase)	LFNG	Homo sapiens (Human)	379
hsa:26496	P58181	reviewed	O10A3_HUMAN	Olfactory receptor 10A3 (HTPCRX12) (Olfactory receptor OR11-97)	OR10A3	Homo sapiens (Human)	314
hsa:26496	A0A126GVZ2	unreviewed	A0A126GVZ2_HUMAN	Olfactory receptor	OR10A3	Homo sapiens (Human)	314
hsa:6811	Q13190	reviewed	STX5_HUMAN	Syntaxin-5	STX5 STX5A	Homo sapiens (Human)	355
hsa:4626	P13535	reviewed	MYH8_HUMAN	Myosin-8 (Myosin heavy chain 8) (Myosin heavy chain, skeletal muscle, perinatal) (MyHC-perinatal)	MYH8	Homo sapiens (Human)	1937
hsa:57153	Q8IWA5	reviewed	CTL2_HUMAN	Choline transporter-like protein 2 (Solute carrier family 44 member 2)	SLC44A2 CTL2 PSEC0210	Homo sapiens (Human)	706
hsa:64127	Q9HC29	reviewed	NOD2_HUMAN	Nucleotide-binding oligomerization domain-containing protein 2 (Caspase recruitment domain-containing protein 15) (Inflammatory bowel disease protein 1)	NOD2 CARD15	Homo sapiens (Human)	1040
hsa:51808	Q9H814	reviewed	PHAX_HUMAN	Phosphorylated adapter RNA export protein (RNA U small nuclear RNA export adapter protein)	PHAX RNUXA	Homo sapiens (Human)	394
hsa:4629	P35749	reviewed	MYH11_HUMAN	Myosin-11 (Myosin heavy chain 11) (Myosin heavy chain, smooth muscle isoform) (SMMHC)	MYH11 KIAA0866	Homo sapiens (Human)	1972
hsa:4629	A0A024QZJ4	unreviewed	A0A024QZJ4_HUMAN	Epididymis secretory sperm binding protein		Homo sapiens (Human)	1972
hsa:64321	Q9H6I2	reviewed	SOX17_HUMAN	Transcription factor SOX-17	SOX17	Homo sapiens (Human)	414
hsa:340156	Q86YV6	reviewed	MYLK4_HUMAN	Myosin light chain kinase family member 4 (EC 2.7.11.1) (Sugen kinase 85) (SgK085)	MYLK4 SGK085	Homo sapiens (Human)	388
ofo:BRW83_0575	P40149	reviewed	OXC_OXAFO	Oxalyl-CoA decarboxylase (EC 4.1.1.8)	oxc	Oxalobacter formigenes	568
hsa:1103	P28329	reviewed	CLAT_HUMAN	Choline O-acetyltransferase (CHOACTase) (ChAT) (Choline acetylase) (EC 2.3.1.6)	CHAT	Homo sapiens (Human)	748
eco:b3991	P30139	reviewed	THIG_ECOLI	Thiazole synthase (EC 2.8.1.10)	thiG b3991 JW5549	Escherichia coli (strain K12)	256
hsa:9517	O15270	reviewed	SPTC2_HUMAN	Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2)	SPTLC2 KIAA0526 LCB2	Homo sapiens (Human)	562
hsa:471	P31939	reviewed	PUR9_HUMAN	Bifunctional purine biosynthesis protein ATIC (AICAR transformylase/inosine monophosphate cyclohydrolase) (ATIC) [Cleaved into: Bifunctional purine biosynthesis protein ATIC, N-terminally processed] [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase) (AICAR formyltransferase) (AICAR transformylase); Inosine 5'-monophosphate cyclohydrolase (IMP cyclohydrolase) (EC 3.5.4.10) (IMP synthase) (Inosinicase)]	ATIC PURH OK/SW-cl.86	Homo sapiens (Human)	592
hsa:471	V9HWH7	unreviewed	V9HWH7_HUMAN	Bifunctional purine biosynthesis protein ATIC (EC 2.1.2.3) (EC 3.5.4.10) (AICAR transformylase/inosine monophosphate cyclohydrolase)	HEL-S-70p	Homo sapiens (Human)	592
mmg:MTBMA_c03160	P80902	reviewed	PORC_METTM	Pyruvate synthase subunit PorC (EC 1.2.7.1) (Pyruvate oxidoreductase gamma chain) (POR) (Pyruvic-ferredoxin oxidoreductase subunit gamma)	porC MTBMA_c03160	Methanothermobacter marburgensis (strain ATCC BAA-927 / DSM 2133 / JCM 14651 / NBRC 100331 / OCM 82 / Marburg) (Methanobacterium thermoautotrophicum)	177
hsa:442184	O76000	reviewed	OR2B3_HUMAN	Putative olfactory receptor 2B3 (Hs6M1-1) (Olfactory receptor OR6-14) (OR6-4) (Olfactory receptor 6-4)	OR2B3 OR2B3P	Homo sapiens (Human)	313
hsa:442184	A0A126GV76	unreviewed	A0A126GV76_HUMAN	Olfactory receptor	OR2B3	Homo sapiens (Human)	313
rle:RL2203	Q52813	reviewed	AAPQ_RHIL3	General L-amino acid transport system permease protein AapQ	aapQ RL2203	Rhizobium leguminosarum bv. viciae (strain 3841)	400
hsa:25780	Q8IV61	reviewed	GRP3_HUMAN	Ras guanyl-releasing protein 3 (Calcium and DAG-regulated guanine nucleotide exchange factor III) (Guanine nucleotide exchange factor for Rap1)	RASGRP3 GRP3 KIAA0846	Homo sapiens (Human)	690
hsa:496	P51164	reviewed	ATP4B_HUMAN	Potassium-transporting ATPase subunit beta (Gastric H(+)/K(+) ATPase subunit beta) (Proton pump beta chain)	ATP4B	Homo sapiens (Human)	291
hsa:2245	P98174	reviewed	FGD1_HUMAN	FYVE, RhoGEF and PH domain-containing protein 1 (Faciogenital dysplasia 1 protein) (Rho/Rac guanine nucleotide exchange factor FGD1) (Rho/Rac GEF) (Zinc finger FYVE domain-containing protein 3)	FGD1 FGDY ZFYVE3	Homo sapiens (Human)	961
hsa:504190	P0C7N5	reviewed	OR8U9_HUMAN	Olfactory receptor 8U9	OR8U9	Homo sapiens (Human)	309
hsa:80326	Q9GZT5	reviewed	WN10A_HUMAN	Protein Wnt-10a	WNT10A	Homo sapiens (Human)	417
hsa:80326	A0A2K8FR47	unreviewed	A0A2K8FR47_HUMAN	Protein Wnt	WNT10A	Homo sapiens (Human)	417
pae:PA3107	P55218	reviewed	METZ_PSEAE	O-succinylhomoserine sulfhydrylase (OSH sulfhydrylase) (OSHS sulfhydrylase) (EC 2.5.1.-)	metZ PA3107	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	403
hsa:3796	O00139	reviewed	KIF2A_HUMAN	Kinesin-like protein KIF2A (Kinesin-2) (hK2)	KIF2A KIF2 KNS2	Homo sapiens (Human)	706
eco:b3197	P45395	reviewed	KDSD_ECOLI	Arabinose 5-phosphate isomerase KdsD (API) (L-API) (EC 5.3.1.13)	kdsD yrbH b3197 JW3164	Escherichia coli (strain K12)	328
hsa:8764	Q92956	reviewed	TNR14_HUMAN	Tumor necrosis factor receptor superfamily member 14 (Herpes virus entry mediator A) (Herpesvirus entry mediator A) (HveA) (Tumor necrosis factor receptor-like 2) (TR2) (CD antigen CD270)	TNFRSF14 HVEA HVEM UNQ329/PRO509	Homo sapiens (Human)	283
hsa:2590	Q10471	reviewed	GALT2_HUMAN	Polypeptide N-acetylgalactosaminyltransferase 2 (EC 2.4.1.41) (Polypeptide GalNAc transferase 2) (GalNAc-T2) (pp-GaNTase 2) (Protein-UDP acetylgalactosaminyltransferase 2) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 2) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 2 soluble form]	GALNT2	Homo sapiens (Human)	571
hsa:2590	A0A1L7NY50	unreviewed	A0A1L7NY50_HUMAN	Polypeptide N-acetylgalactosaminyltransferase (EC 2.4.1.-) (Protein-UDP acetylgalactosaminyltransferase)	GALNT2 GalNAc-T2	Homo sapiens (Human)	571
hsa:7076	P01033	reviewed	TIMP1_HUMAN	Metalloproteinase inhibitor 1 (Erythroid-potentiating activity) (EPA) (Fibroblast collagenase inhibitor) (Collagenase inhibitor) (Tissue inhibitor of metalloproteinases 1) (TIMP-1)	TIMP1 CLGI TIMP	Homo sapiens (Human)	207
hsa:7076	Q6FGX5	unreviewed	Q6FGX5_HUMAN	Epididymis secretory sperm binding protein (TIMP metallopeptidase inhibitor 1, isoform CRA_a) (TIMP1 protein) (cDNA, FLJ92204, Homo sapiens tissue inhibitor of metalloproteinase 1 (erythroidpotentiating activity, collagenase inhibitor) (TIMP1), mRNA)	TIMP1 hCG_29141	Homo sapiens (Human)	207
hsa:54910	Q9C0C4	reviewed	SEM4C_HUMAN	Semaphorin-4C	SEMA4C KIAA1739 SEMAI UNQ5855/PRO34487	Homo sapiens (Human)	833
hsa:290	P15144	reviewed	AMPN_HUMAN	Aminopeptidase N (AP-N) (hAPN) (EC 3.4.11.2) (Alanyl aminopeptidase) (Aminopeptidase M) (AP-M) (Microsomal aminopeptidase) (Myeloid plasma membrane glycoprotein CD13) (gp150) (CD antigen CD13)	ANPEP APN CD13 PEPN	Homo sapiens (Human)	967
hsa:290	Q59E93	unreviewed	Q59E93_HUMAN	Aminopeptidase (EC 3.4.11.-)		Homo sapiens (Human)	977
hsa:3791	P35968	reviewed	VGFR2_HUMAN	Vascular endothelial growth factor receptor 2 (VEGFR-2) (EC 2.7.10.1) (Fetal liver kinase 1) (FLK-1) (Kinase insert domain receptor) (KDR) (Protein-tyrosine kinase receptor flk-1) (CD antigen CD309)	KDR FLK1 VEGFR2	Homo sapiens (Human)	1356
hsa:57547	Q9P2J8	reviewed	ZN624_HUMAN	Zinc finger protein 624	ZNF624 KIAA1349	Homo sapiens (Human)	865
